MWSC,Name,Type_n_Type,RAhour,RA,DEC,GLON,GLAT,r0,r1,r2,pmRA,pmDE,e_pm,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,rc,e_rc,rt,e_rt,k,e_k,Src,SType,[Fe/H],e_[Fe/H],o_[Fe/H]
2284,Lynga_3,-,15.2805,229.20750617980957,-58.34,321.053,-0.676,0.015,0.06,0.105,-2.39,0.01,0.73,999.99,99.99,0,7,53,154,4164.0,1.562,13.6,0.75,0.5,0.0,8.915,0.0,-1,4.33,0.55,15.36,1.41,1.51,0.16,DIAS,-,99.999,9.99,-
2287,DBSB_93,-,15.3145,229.71749782562256,-56.66,322.177,0.603,0.017,0.055,0.1,-7.47,-4.34,1.01,999.99,99.99,0,4,24,80,2049.0,1.374,12.0,0.66,0.44,0.0,8.2,0.0,-1,1.26,0.38,6.3,1.66,2.41,0.55,BOPN,irc,99.999,9.99,-
2288,ASCC_79,-,15.311,229.6649980545044,-60.63,320.035,-2.74,0.05,0.28,0.51,-3.55,-4.2,0.41,4.53,2.65,4,11,203,703,871.0,0.312,9.801,0.15,0.1,0.0,6.95,0.0,-1,6.99,1.29,10.79,0.81,39.88,15.72,COCD,-,99.999,9.99,-
2289,FSR_1698,-,15.3494,230.24099349975586,-59.62,320.82,-2.042,0.018,0.075,0.125,-5.19,-2.3,0.77,999.99,99.99,0,5,41,96,1562.0,0.874,11.25,0.42,0.28,0.0,8.56,0.0,1,1.04,0.25,7.66,1.93,5.5,0.85,DIAS,irc,99.999,9.99,-
2290,ASCC_80,-,15.4125,231.1875057220459,-60.128,320.94,-2.727,0.02,0.17,0.315,-3.33,-5.03,0.36,-25.0,20.0,1,5,207,688,1281.0,0.396,10.665,0.19,0.127,-0.02,8.375,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,COCD,-,99.999,9.99,-
2291,FSR_1728,-,15.417,231.25499725341797,-35.635,334.89,17.538,0.02,0.075,0.145,-6.95,-2.21,1.24,999.99,99.99,0,5,22,65,1031.0,0.26,10.15,0.125,0.083,0.02,8.9,0.0,1,0.31,0.1,5.15,1.87,28.66,9.36,FPOS,-,99.999,9.99,-
2292,FSR_1693,-,15.4305,231.45750045776367,-64.82,318.429,-6.698,0.025,0.085,0.14,-8.28,-1.31,0.96,999.99,99.99,0,6,36,87,3743.0,0.416,13.0,0.2,0.133,0.0,9.11,0.042,9,3.22,0.95,12.15,2.44,0.5,0.12,FPOS,-,99.999,9.99,-
2293,NGC_5925,-,15.4595,231.89250469207764,-54.517,324.379,1.723,0.02,0.08,0.135,0.48,-3.72,0.61,999.99,99.99,0,7,58,143,1555.0,0.75,11.2,0.36,0.24,0.0,8.25,0.0,-1,2.47,0.52,5.79,0.76,13.56,3.98,DIAS,-,99.999,9.99,-
2297,DBSB_141,-,15.4765,232.14749336242676,-56.375,323.454,0.105,0.01,0.035,0.06,-2.72,-0.75,1.12,999.99,99.99,0,4,21,52,5240.0,2.186,14.3,1.05,0.7,0.03,6.0,0.0,-1,0.72,0.22,15.1,4.29,2.25,0.88,BIRN,irc,99.999,9.99,-
2302,Lynga_4,-,15.5555,233.33250045776367,-55.24,324.649,0.657,0.035,0.1,0.195,-7.0,-3.69,0.46,999.99,99.99,0,23,105,327,1369.0,1.301,11.101,0.625,0.417,0.0,8.55,0.0,-1,0.62,0.11,6.05,1.17,36.16,5.17,DIAS,-,99.999,9.99,-
2303,Loden_2159,-,15.561,233.4149980545044,-58.135,323.012,-1.731,0.02,0.085,0.14,0.75,-1.34,0.58,999.99,99.99,0,7,70,168,6111.0,1.77,14.5,0.85,0.567,0.0,8.5,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,DIAS,dub,99.999,9.99,-
2304,Harvard_9,-,15.564,233.4600019454956,-53.68,325.612,1.887,0.01,0.07,0.12,-4.21,-2.97,0.62,999.99,99.99,0,2,63,153,1478.0,0.937,11.15,0.45,0.3,0.0,8.25,0.0,-1,0.61,0.16,6.82,2.04,10.6,2.38,DIAS,-,99.999,9.99,-
2305,Loden_2158,-,15.5845,233.76750469207764,-58.275,323.082,-1.953,0.012,0.1,0.14,-4.02,0.33,0.6,999.99,99.99,0,3,82,149,6206.0,1.666,14.5,0.8,0.534,0.0,8.5,0.0,-1,2.61,0.76,26.87,8.01,0.41,0.11,DIAS,dub,99.999,9.99,-
2307,FSR_1700,-,15.647,234.70500469207764,-59.253,322.898,-3.029,0.01,0.06,0.115,-3.26,-0.43,1.17,999.99,99.99,0,1,26,70,2357.0,0.739,12.1,0.355,0.237,0.015,8.905,0.075,2,1.29,0.28,9.61,2.1,4.36,0.64,FPRO,-,99.999,9.99,-
2309,Loden_2313,-,15.6825,235.23749828338623,-52.46,327.195,2.242,0.025,0.1,0.185,-3.8,-3.4,0.5,999.99,99.99,0,7,114,357,1076.0,0.281,10.25,0.135,0.09,-0.025,8.29,0.0,-1,2.4,0.4,5.37,0.54,17.85,4.26,COCD,-,99.999,9.99,-
2310,Lynga_5,-,15.6983,235.4745054244995,-56.65,324.785,-1.189,0.02,0.1,0.16,-5.7,-3.58,0.48,999.99,99.99,0,7,126,282,1753.0,0.874,11.5,0.42,0.28,-0.02,8.975,0.0,-1,1.28,0.16,9.06,1.13,14.09,1.21,DIAS,-,99.999,9.99,-
2311,FSR_1703,-,15.6995,235.4925012588501,-54.98,325.799,0.138,0.012,0.06,0.115,-4.23,1.2,1.07,999.99,99.99,0,3,17,61,1330.0,0.874,10.901,0.42,0.28,0.0,8.55,0.0,-1,0.93,0.17,4.77,0.78,13.52,1.76,FPRO,-,99.999,9.99,-
2312,DBSB_94,-,15.705,235.57499885559082,-53.96,326.453,0.923,0.018,0.045,0.075,-3.7,-0.19,1.13,-42.4,99.99,0,4,14,36,2422.0,0.979,12.236,0.47,0.313,0.06,8.22,0.0,-1,0.54,0.2,3.44,0.98,7.51,2.66,BOPN,irc,99.999,9.99,-
2313,Loden_2326,-,15.7275,235.9124994277954,-52.47,327.517,1.986,0.02,0.07,0.11,-7.0,-3.33,0.66,999.99,99.99,0,8,58,133,1390.0,0.573,10.899,0.275,0.183,0.0,8.83,0.0,-1,1.48,0.29,4.51,0.62,9.33,1.77,DIAS,-,99.999,9.99,-
2318,Johansson_1,-,15.7708,236.5619945526123,-52.378,327.887,1.816,0.02,0.195,0.3,-6.58,-3.3,0.26,-13.0,7.4,1,5,374,923,869.0,0.171,9.75,0.082,0.055,-0.04,8.725,0.0,-1,1.17,0.23,5.38,0.64,6.74,1.1,DIAS,-,99.999,9.99,-
2319,ASCC_81,-,15.7795,236.69250011444092,-50.995,328.803,2.856,0.025,0.1,0.16,-3.6,-4.55,0.47,999.99,99.99,0,7,108,270,850.0,0.167,9.701,0.08,0.053,-0.04,8.75,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,COCD,-,99.999,9.99,-
2320,ASCC_82,-,15.784,236.76000595092773,-64.412,320.519,-7.713,0.02,0.11,0.21,-2.34,-5.16,1.0,999.99,99.99,0,2,33,135,800.0,0.0,9.515,0.0,0.0,-0.04,8.6,0.0,-1,0.5,0.17,3.85,1.18,10.86,3.25,COCD,-,99.999,9.99,-
2321,FSR_1715,-,15.811,237.1649980545044,-50.215,329.523,3.282,0.015,0.05,0.075,-4.55,-1.49,1.06,999.99,99.99,0,5,35,75,1423.0,0.729,11.001,0.35,0.233,0.0,8.485,0.0,1,0.66,0.17,4.23,0.92,7.52,1.58,DIAS,irc,99.999,9.99,-
2322,FSR_1714,-,15.824,237.36000537872314,-50.603,329.378,2.901,0.025,0.1,0.17,-4.11,-2.79,0.48,999.99,99.99,0,11,136,369,1608.0,0.833,11.299,0.4,0.267,0.02,8.5,0.0,-1,0.86,0.18,6.47,1.36,10.48,1.84,DIAS,irc,99.999,9.99,-
2324,Collinder_292,-,15.834,237.50999450683594,-57.638,325.049,-2.646,0.02,0.11,0.17,-1.39,-1.54,0.66,999.99,99.99,0,4,65,141,1106.0,0.25,10.299,0.12,0.08,0.0,8.7,0.062,5,1.75,0.34,5.74,0.87,19.7,3.57,COCD,-,99.999,9.99,-
2325,ASCC_83,-,15.8345,237.51750469207764,-52.79,328.086,1.133,0.02,0.1,0.17,-4.76,-4.67,0.6,999.99,99.99,0,3,62,175,619.0,0.125,8.999,0.06,0.04,-0.04,8.1,0.0,1,0.73,0.17,2.36,0.34,21.15,4.03,COCD,-,99.999,9.99,-
2326,NGC_5999,-,15.8695,238.04250240325928,-56.467,326.012,-1.918,0.01,0.055,0.1,0.8,0.25,1.38,999.99,99.99,0,2,13,42,1629.0,0.437,11.2,0.21,0.14,0.0,8.6,0.095,2,0.71,0.09,6.05,0.83,40.16,3.6,DIAS,-,99.999,9.99,-
2328,FSR_1719,-,15.896,238.43999862670898,-49.51,330.607,3.312,0.01,0.06,0.11,-9.15,-1.02,0.75,999.99,99.99,0,4,43,125,1113.0,0.208,10.299,0.1,0.067,-0.03,9.4,0.0,-1,0.72,0.15,4.4,0.92,15.74,2.14,FPRO,-,99.999,9.99,-
2332,FSR_1712,-,15.912,238.6799955368042,-52.48,328.829,0.927,0.025,0.085,0.17,-4.57,-2.67,0.51,999.99,99.99,0,8,78,306,1137.0,0.687,10.5,0.33,0.22,-0.02,8.6,0.0,-1,0.86,0.25,5.67,1.67,7.5,1.39,FPOS,-,99.999,9.99,-
2333,ASCC_84,-,15.9155,238.73249530792236,-60.745,323.561,-5.446,0.035,0.115,0.2,-1.92,-5.54,0.59,-5.0,0.01,2,10,85,206,884.0,0.271,9.819,0.13,0.087,0.0,7.85,0.0,-1,0.67,0.17,3.73,0.84,15.98,3.09,COCD,-,99.999,9.99,-
2335,FSR_1723,-,15.9185,238.77749919891357,-46.01,333.028,5.858,0.03,0.085,0.155,-5.43,-3.77,0.64,999.99,99.99,0,17,71,182,1513.0,0.312,11.0,0.15,0.1,0.0,8.77,0.116,2,0.54,0.12,6.14,1.54,29.74,5.48,FPOS,-,99.999,9.99,-
2336,NGC_6005,-,15.933,238.99499416351318,-57.44,325.792,-2.999,0.012,0.07,0.13,12.12,13.26,1.37,999.99,99.99,0,3,17,45,1802.0,0.687,11.5,0.33,0.22,0.0,9.06,0.015,7,0.92,0.12,8.63,1.17,23.75,2.22,DIAS,-,99.999,9.99,-
2337,Ruprecht_113,-,15.959,239.38499450683594,-59.495,324.619,-4.701,0.03,0.265,0.45,-3.05,-2.0,0.61,999.99,99.99,0,3,266,756,810.0,0.15,9.591,0.072,0.048,0.005,8.345,0.215,2,0.0,0.0,0.0,0.0,0.0,0.0,COCD,-,99.999,9.99,-
2338,FSR_1709,-,15.958,239.37000274658203,-54.375,327.928,-0.79,0.02,0.095,0.15,-0.64,-1.0,0.76,-37.5,8.5,2,5,51,127,1893.0,0.666,11.6,0.32,0.213,0.0,8.5,0.0,-1,1.56,0.37,9.96,2.35,4.16,0.53,FPRO,-,99.999,9.99,-
2339,ESO_389-05,-,15.9635,239.45250034332275,-36.195,339.912,12.966,0.014,0.06,0.112,-3.85,-5.4,0.95,999.99,99.99,0,2,29,86,4785.0,0.312,13.5,0.15,0.1,0.0,9.55,0.0,-1,9.47,3.58,15.3,2.39,0.32,0.2,DIAS,-,99.999,9.99,-
2343,Trumpler_23,-,16.0145,240.2174949645996,-53.533,328.854,-0.474,0.012,0.1,0.165,-5.67,-4.96,0.63,999.99,99.99,0,2,55,120,2194.0,0.604,11.9,0.29,0.193,0.0,8.96,0.03,18,1.7,0.19,8.46,0.9,21.81,1.56,DIAS,-,99.999,9.99,-
2346,Moffat_1,-,16.025,240.3749942779541,-54.117,328.542,-0.976,0.02,0.06,0.1,0.52,-0.76,1.0,-42.0,99.99,1,4,26,87,2120.0,0.937,11.933,0.45,0.3,0.0,6.8,0.0,-1,1.03,0.34,5.54,1.56,3.1,0.8,DIAS,var,99.999,9.99,-
2348,Lynga_6,-,16.0815,241.22248649597168,-51.925,330.373,0.332,0.018,0.065,0.125,-4.08,-1.17,0.66,-59.4,0.6,1,9,56,170,1771.0,1.27,11.65,0.61,0.407,0.0,7.45,0.0,-1,1.31,0.23,6.57,1.08,12.5,1.36,DIAS,-,99.999,9.99,-
2351,DBSB_159,-,16.1065,241.59750938415527,-50.725,331.348,1.07,0.01,0.045,0.065,-7.31,-1.61,0.68,-81.02,99.99,0,1,59,111,3358.0,1.77,13.2,0.85,0.567,0.01,6.62,0.0,-1,1.78,0.48,10.15,2.38,0.94,0.19,BIRN,irc,99.999,9.99,-
2352,NGC_6031,-,16.1275,241.91250801086426,-54.018,329.282,-1.502,0.018,0.08,0.14,-4.25,-4.1,0.64,-2.48,1.34,4,6,58,146,1278.0,0.521,10.7,0.25,0.167,-0.015,8.195,0.024,2,0.57,0.13,5.78,1.42,27.98,4.46,DIAS,-,99.999,9.99,-
2354,FSR_1736,-,16.132,241.97999954223633,-39.35,339.256,9.288,0.02,0.07,0.105,-3.14,-2.63,0.92,999.99,99.99,0,4,34,66,7468.0,0.416,14.5,0.2,0.133,0.0,9.7,0.0,-1,3.54,1.19,25.81,8.53,0.22,0.06,FPOS,-,99.999,9.99,-
2363,DBSB_158,-,16.1865,242.7975082397461,-51.525,331.363,-0.029,0.018,0.065,0.115,-9.83,2.4,0.59,999.99,99.99,0,9,52,135,2434.0,0.833,12.2,0.4,0.267,0.0,8.705,0.028,9,1.01,0.27,11.67,3.39,4.26,0.91,BIRN,irc,99.999,9.99,-
2365,DBSB_144,-,16.2027,243.04049491882324,-51.475,331.508,-0.095,0.01,0.04,0.06,-5.98,-0.94,0.98,999.99,99.99,0,3,27,61,7362.0,0.979,14.65,0.47,0.313,0.0,6.0,0.0,-1,0.58,0.18,18.03,5.03,3.89,1.73,BIRN,irc,99.999,9.99,-
2366,DBSB_156,-,16.2042,243.0630111694336,-52.046,331.128,-0.521,0.01,0.04,0.075,0.88,-0.06,1.28,-68.96,99.99,0,1,21,76,2031.0,1.124,11.9,0.54,0.36,0.0,7.3,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,BIRN,irc,99.999,9.99,-
2367,DBSB_157,-,16.2056,243.08401107788086,-51.771,331.325,-0.33,0.015,0.065,0.12,-4.71,-3.3,0.95,-67.33,99.99,0,2,18,44,3917.0,1.041,13.3,0.5,0.333,0.01,7.95,0.0,-1,7.0,4.44,15.98,5.85,0.08,0.07,BIRN,irc,99.999,9.99,-
2368,Ruprecht_115,-,16.216,243.23999404907227,-52.427,330.946,-0.873,0.025,0.09,0.14,-3.73,-6.26,0.94,999.99,99.99,0,4,36,89,1948.0,0.937,11.749,0.45,0.3,0.0,9.135,0.036,14,2.22,0.42,6.08,0.8,10.06,2.18,DIAS,-,99.999,9.99,-
2369,DBSB_99,-,16.217,243.25498580932617,-50.39,332.349,0.603,0.02,0.065,0.12,-7.26,-3.47,0.88,999.99,99.99,0,5,27,88,2867.0,1.905,12.9,0.915,0.61,0.07,7.7,0.0,-1,2.42,0.79,10.84,3.14,1.05,0.23,BOPN,irc,99.999,9.99,-
2370,NGC_6067,-,16.22,243.29998970031738,-54.22,329.741,-2.202,0.03,0.135,0.235,-2.0,-2.62,0.45,-37.28,3.02,15,10,121,285,1793.0,0.412,11.401,0.198,0.132,0.02,7.97,0.0,-1,2.02,0.21,10.41,1.03,35.39,1.79,COCD,-,0.138,0.06,-
2371,Pismis_22,-,16.237,243.55499267578125,-51.865,331.473,-0.598,0.015,0.06,0.13,-10.73,-3.63,1.2,999.99,99.99,0,2,17,50,2023.0,1.926,12.15,0.925,0.617,0.01,8.2,0.0,-1,0.49,0.09,5.67,1.03,31.03,6.25,DIAS,-,99.999,9.99,-
2373,Ruprecht_176,-,16.244,243.65999221801758,-51.333,331.887,-0.257,0.01,0.053,0.085,-4.3,-3.01,1.32,999.99,99.99,0,2,13,30,2686.0,0.479,12.3,0.23,0.153,0.0,8.76,0.0,1,0.81,0.13,9.89,1.67,9.37,1.57,DIAS,-,99.999,9.99,-
2374,DBSB_102,-,16.2503,243.75449180603027,-49.85,332.953,0.775,0.018,0.04,0.06,-8.62,-1.98,0.79,-47.6,99.99,0,7,27,44,4362.0,0.937,13.5,0.45,0.3,0.0,6.1,0.0,-1,0.91,0.41,5.13,1.99,2.59,0.93,BOPN,irc,99.999,9.99,-
2377,DBSB_161,-,16.2847,244.27050590515137,-50.792,332.538,-0.133,0.01,0.043,0.07,-6.57,-3.1,0.92,-49.57,99.99,0,1,27,72,6353.0,1.197,14.4,0.575,0.384,0.0,6.0,0.0,-1,5.65,0.92,16.94,1.78,0.64,0.1,BIRN,irc,99.999,9.99,-
2379,FSR_1737,-,16.3063,244.5944881439209,-40.22,340.11,7.268,0.015,0.05,0.09,3.62,0.98,1.06,999.99,99.99,0,5,28,79,2136.0,1.249,12.05,0.6,0.4,0.055,9.5,0.0,-1,0.41,0.12,6.82,2.27,14.96,4.72,FPOS,-,99.999,9.99,-
2380,DBSB_163,-,16.312,244.68000411987305,-50.316,333.056,0.027,0.01,0.045,0.08,-6.35,-3.96,0.86,999.99,99.99,0,2,28,95,1258.0,0.937,10.8,0.45,0.3,-0.03,8.32,0.0,-1,1.04,0.4,2.57,0.64,15.87,7.83,BIRN,irc,99.999,9.99,-
2383,FSR_1734,-,16.3181,244.77149963378906,-42.129,338.852,5.819,0.015,0.07,0.11,-3.2,-4.55,0.7,999.99,99.99,0,6,57,133,3481.0,0.75,12.95,0.36,0.24,0.0,9.5,0.0,-1,0.87,0.2,13.54,3.15,4.66,1.19,FPOS,-,99.999,9.99,-
2385,DBSB_164,-,16.3235,244.85249519348145,-50.15,333.252,0.068,0.012,0.035,0.06,-5.49,-7.53,1.32,-49.98,99.99,0,3,18,36,2053.0,1.051,11.9,0.505,0.337,0.0,7.3,0.0,-1,1.37,0.23,4.51,0.55,8.55,1.29,BIRN,irc,99.999,9.99,-
2386,Lynga_8,-,16.3344,245.0160026550293,-50.217,333.279,-0.053,0.01,0.037,0.075,-0.87,-9.24,1.45,999.99,99.99,0,4,12,47,1338.0,0.833,10.9,0.4,0.267,0.01,9.29,0.003,2,0.73,0.18,2.8,0.56,19.63,3.9,DIAS,rem,99.999,9.99,-
2387,DBSB_100,-,16.3406,245.1089859008789,-50.907,332.836,-0.585,0.015,0.042,0.06,-4.87,-2.74,1.19,999.99,99.99,0,2,22,44,2240.0,1.083,12.1,0.52,0.347,0.02,8.55,0.0,-1,1.47,0.49,3.22,0.62,11.32,5.26,BOPN,irc,99.999,9.99,-
2388,DBSB_162,-,16.341,245.11499404907227,-50.695,332.988,-0.437,0.01,0.028,0.045,0.12,-6.13,1.11,999.99,99.99,0,3,14,43,5523.0,1.52,14.2,0.73,0.487,0.0,6.3,0.0,-1,1.62,0.71,5.16,1.05,1.0,0.31,BIRN,irc,99.999,9.99,-
2389,Lynga_9,-,16.3447,245.1704978942871,-48.517,334.547,1.084,0.01,0.055,0.1,-9.94,3.34,0.78,999.99,99.99,0,3,40,110,1704.0,1.166,11.533,0.56,0.374,0.0,8.82,0.0,-1,0.65,0.11,5.57,0.97,36.83,4.05,DIAS,-,99.999,9.99,-
2390,DBSB_166,-,16.3585,245.3774929046631,-50.01,333.589,-0.07,0.016,0.035,0.05,-3.06,-3.1,0.87,999.99,99.99,0,9,20,56,5366.0,1.093,14.0,0.525,0.35,0.0,6.2,0.0,-1,1.52,0.23,8.61,0.87,3.77,0.53,BIRN,irc,99.999,9.99,-
2393,Ruprecht_116,-,16.39,245.84999084472656,-52.0,332.389,-1.685,0.018,0.07,0.13,-3.23,-3.95,1.04,999.99,99.99,0,2,19,62,895.0,0.135,9.803,0.065,0.043,0.0,8.95,0.0,-1,0.8,0.19,4.51,1.04,12.69,1.78,COCD,-,99.999,9.99,-
2394,DBSB_167,-,16.3905,245.85748672485352,-49.545,334.138,0.039,0.018,0.035,0.055,-5.61,2.95,1.28,999.99,99.99,0,5,14,36,4076.0,1.395,13.5,0.67,0.447,0.0,6.2,0.0,-1,1.22,0.33,5.85,1.27,3.35,0.72,BIRN,irc,99.999,9.99,-
2395,Ruprecht_117,-,16.3905,245.85748672485352,-51.88,332.478,-1.604,0.018,0.052,0.08,-2.92,-7.83,1.58,999.99,99.99,0,3,8,25,937.0,0.125,9.899,0.06,0.04,-0.04,8.95,0.0,-1,0.28,0.05,3.04,0.56,55.23,10.66,DIAS,-,99.999,9.99,-
2398,FSR_1751,-,16.3975,245.96248626708984,-32.01,346.859,12.21,0.018,0.06,0.115,-4.72,-2.04,0.49,999.99,99.99,0,8,26,85,3393.0,0.458,12.8,0.22,0.147,0.0,9.415,0.0,-1,0.57,0.22,8.02,3.36,8.03,3.11,FPOS,-,99.999,9.99,-
2399,Pismis_23,-,16.3994,245.99101066589355,-48.895,334.661,0.434,0.018,0.05,0.075,-7.45,1.19,1.23,999.99,99.99,0,4,24,41,2820.0,1.457,12.72,0.7,0.467,0.03,8.565,0.07,5,0.53,0.1,4.87,0.98,43.09,6.65,DIAS,-,99.999,9.99,-
2400,ESO_226-06,-,16.4045,246.06748580932617,-51.155,333.086,-1.187,0.01,0.038,0.08,-0.37,-5.13,0.92,999.99,99.99,0,4,20,73,1220.0,0.833,10.7,0.4,0.267,0.0,8.475,0.0,-1,0.48,0.18,2.28,0.76,21.72,5.5,DIAS,-,99.999,9.99,-
2402,Ruprecht_118,-,16.412,246.18000984191895,-51.94,332.574,-1.787,0.02,0.075,0.14,-2.49,-4.09,0.95,999.99,99.99,0,2,19,69,974.0,0.146,9.99,0.07,0.047,-0.04,8.94,0.028,3,0.56,0.39,3.48,1.62,1.74,1.2,DIAS,-,99.999,9.99,-
2403,NGC_6124,-,16.421,246.3149929046631,-40.65,340.728,6.034,0.03,0.225,0.455,-0.5,-2.65,0.22,-21.07,0.19,8,13,474,1631,559.0,0.656,8.948,0.315,0.21,0.0,8.285,0.0,-1,1.68,0.19,6.83,0.68,60.61,4.62,COCD,-,99.999,9.99,-
2412,NGC_6134,-,16.4635,246.952486038208,-49.155,334.915,-0.199,0.02,0.115,0.22,-1.65,-5.12,0.33,-26.0,0.2,14,7,166,433,892.0,0.458,9.899,0.22,0.147,-0.01,9.015,0.019,28,0.41,0.06,3.78,0.53,145.0,16.38,COCD,-,0.15,0.07,-
2413,Ruprecht_119,-,16.47,247.04998970031738,-51.51,333.259,-1.875,0.02,0.085,0.13,-2.11,-0.56,0.8,-11.21,1.34,6,3,53,107,1105.0,0.57,10.4,0.274,0.183,0.0,8.435,0.0,-1,0.87,0.14,5.56,0.93,19.93,1.95,COCD,-,99.999,9.99,-
2415,Hogg_19,-,16.484,247.25998878479004,-49.097,335.096,-0.305,0.016,0.06,0.12,-3.52,-4.01,0.72,999.99,99.99,0,6,38,162,898.0,0.416,9.9,0.2,0.133,-0.02,9.015,0.0,-1,0.64,0.07,3.82,0.4,49.58,4.31,DIAS,-,99.999,9.99,-
2416,DBSB_170,-,16.483,247.24499702453613,-49.603,334.723,-0.647,0.01,0.04,0.075,-4.63,-0.22,2.08,999.99,99.99,0,2,9,17,5163.0,1.353,14.0,0.65,0.434,0.07,8.0,0.0,-1,3.73,1.3,16.96,4.33,0.14,0.04,BIRN,irc,99.999,9.99,-
2418,Patchick_94,-,16.4933,247.39949226379395,-47.3,336.462,0.867,0.012,0.04,0.065,-8.15,-2.57,1.06,999.99,99.99,0,5,26,60,3178.0,1.52,13.0,0.73,0.487,0.0,6.55,0.0,-1,2.06,0.46,6.85,1.19,4.77,0.98,DIAS,-,99.999,9.99,-
2419,FSR_1727,-,16.497,247.4549961090088,-49.752,334.709,-0.848,0.03,0.085,0.14,-4.33,-1.17,0.62,999.99,99.99,0,14,50,106,1201.0,0.937,10.699,0.45,0.3,-0.04,8.87,0.03,2,2.3,0.32,3.86,0.24,53.37,12.62,FPRO,-,99.999,9.99,-
2420,FSR_1725,-,16.507,247.60499954223633,-50.125,334.504,-1.175,0.016,0.065,0.115,0.38,-4.38,0.69,999.99,99.99,0,5,46,137,1623.0,1.395,11.5,0.67,0.447,0.0,8.0,0.0,-1,1.06,0.24,5.47,1.06,7.6,1.19,FPOS,-,99.999,9.99,-
2423,NGC_6152,-,16.545,248.17500114440918,-52.64,332.911,-3.153,0.035,0.11,0.19,-2.0,-4.35,0.55,999.99,99.99,0,8,68,170,1031.0,0.198,10.13,0.095,0.063,0.0,8.63,0.045,10,1.43,0.31,5.91,1.18,21.63,3.18,COCD,-,99.999,9.99,-
2424,NGC_6169,-,16.5685,248.52750778198242,-44.016,339.4,2.535,0.02,0.07,0.11,0.69,-2.47,1.23,6.3,99.99,1,3,21,60,1007.0,0.729,10.25,0.35,0.233,-0.07,7.5,0.0,-1,0.35,0.11,4.05,1.34,24.63,6.57,DIAS,-,99.999,9.99,-
2425,NGC_6167,-,16.578,248.66998672485352,-49.785,335.22,-1.444,0.025,0.12,0.21,-2.09,-3.95,0.39,-34.4,1.5,3,11,156,471,1216.0,0.854,10.699,0.41,0.273,0.0,8.19,0.0,-1,0.96,0.1,7.86,0.9,59.74,3.68,COCD,-,99.999,9.99,-
2426,Ruprecht_120,-,16.586,248.79000663757324,-48.3,336.368,-0.498,0.02,0.06,0.115,-2.43,-0.39,0.72,999.99,99.99,0,4,22,75,1476.0,0.791,11.1,0.38,0.253,0.0,8.45,0.0,-1,0.62,0.17,6.08,1.77,14.6,2.73,DIAS,-,99.999,9.99,-
2427,Collinder_307,-,16.5889,248.83349418640137,-50.99,334.402,-2.335,0.016,0.07,0.115,-3.41,-0.04,0.6,999.99,99.99,0,7,84,218,2065.0,1.166,11.95,0.56,0.374,-0.01,7.25,0.0,-1,1.57,0.24,7.3,1.01,13.44,1.29,DIAS,-,99.999,9.99,-
2428,NGC_6178,-,16.5965,248.94750595092773,-45.625,338.414,1.228,0.02,0.115,0.19,0.38,-3.6,0.61,3.54,2.15,2,4,54,143,1011.0,0.239,10.101,0.115,0.077,0.0,7.51,0.0,-1,1.05,0.21,5.25,1.01,20.83,2.39,COCD,-,99.999,9.99,-
2432,FSR_1718,-,16.6345,249.5175075531006,-57.095,330.12,-6.719,0.02,0.05,0.07,-6.91,-0.53,1.53,999.99,99.99,0,8,15,25,2466.0,0.125,12.0,0.06,0.04,0.0,9.5,0.0,-1,0.97,0.3,3.43,0.74,8.49,2.13,FPOS,-,99.999,9.99,-
2433,Lynga_11,-,16.6355,249.5324993133545,-46.295,338.191,0.477,0.015,0.05,0.085,-2.49,-0.29,1.36,999.99,99.99,0,1,16,32,4101.0,1.353,13.5,0.65,0.434,0.0,6.0,0.0,-1,3.88,1.22,9.95,2.09,1.23,0.48,DIAS,-,99.999,9.99,-
2434,DBSB_171,-,16.6355,249.5324993133545,-47.078,337.608,-0.047,0.012,0.04,0.075,-8.79,-0.21,1.46,-53.89,99.99,0,3,8,14,6764.0,1.395,14.6,0.67,0.447,0.0,7.71,0.0,-1,1.93,0.65,18.13,6.63,0.78,0.2,BIRN,irc,99.999,9.99,-
2435,DBSB_169,-,16.6475,249.71248626708984,-47.293,337.53,-0.281,0.01,0.04,0.07,-6.21,-0.16,1.45,999.99,99.99,0,1,8,16,6667.0,2.207,14.83,1.06,0.707,0.0,7.75,0.0,-1,2.29,0.65,20.75,5.38,0.36,0.1,BIRN,irc,99.999,9.99,-
2440,NGC_6192,-,16.6725,250.08750915527344,-43.36,340.643,2.137,0.04,0.125,0.235,1.15,-0.6,0.35,-7.72,0.38,5,34,141,280,1619.0,0.635,11.251,0.305,0.203,0.02,8.15,0.0,-1,1.07,0.14,11.34,1.62,28.98,2.65,COCD,-,0.12,0.04,-
