MWSC,Name,Type_n_Type,RAhour,RA,DEC,GLON,GLAT,r0,r1,r2,pmRA,pmDE,e_pm,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,rc,e_rc,rt,e_rt,k,e_k,Src,SType,[Fe/H],e_[Fe/H],o_[Fe/H]
1345,Teutsch_25,-,7.8075,117.11249828338623,-27.9,243.976,-1.133,0.01,0.035,0.07,1.17,5.71,0.88,999.99,99.99,0,2,9,22,2839.0,0.416,12.4,0.2,0.133,-0.04,9.26,0.0,-1,0.65,0.25,8.49,3.31,2.47,1.0,DIAS,-,99.999,9.99,-
1346,Haffner_25,-,7.811,117.1649980545044,-25.953,242.32,-0.108,0.015,0.045,0.09,-4.79,3.17,0.63,999.99,99.99,0,6,11,36,4244.0,0.812,13.4,0.39,0.26,0.04,8.46,0.036,7,0.94,0.53,10.04,6.08,1.51,0.7,DIAS,non,99.999,9.99,-
1348,FSR_1315,-,7.8117,117.17549800872803,-26.983,243.213,-0.621,0.015,0.055,0.105,-0.55,2.05,0.63,999.99,99.99,0,3,19,45,2255.0,0.729,12.0,0.35,0.233,0.0,8.7,0.0,-1,0.4,0.24,8.88,5.71,3.84,2.7,DIAS,irc,99.999,9.99,-
1349,FSR_1249,-,7.8112,117.16800212860107,-14.7,232.587,5.565,0.012,0.045,0.09,-0.37,1.05,0.57,999.99,99.99,0,2,11,36,2428.0,0.541,12.1,0.26,0.173,0.0,8.505,0.002,2,1.5,0.5,6.03,1.62,2.38,0.61,FPOS,-,99.999,9.99,-
1350,NGC_2455,-,7.8172,117.25800275802612,-21.292,238.342,2.325,0.01,0.075,0.14,-5.55,3.2,0.36,999.99,99.99,0,3,48,108,1711.0,0.104,11.2,0.05,0.033,0.0,8.72,0.0,-1,0.77,0.18,6.77,1.56,8.34,1.75,DIAS,-,99.999,9.99,-
1352,ESO_311-14,-,7.8233,117.34949827194214,-42.685,256.926,-8.365,0.012,0.07,0.14,-1.12,5.58,1.03,999.99,99.99,0,2,21,70,1278.0,0.208,10.6,0.1,0.067,-0.02,7.74,0.0,1,1.41,0.52,4.66,1.36,6.19,2.14,DIAS,dub,99.999,9.99,-
1353,Ruprecht_37,-,7.831,117.4649977684021,-17.225,234.923,4.546,0.015,0.045,0.08,-0.6,4.05,1.15,999.99,99.99,0,3,7,23,5250.0,0.0,13.601,0.0,0.0,0.0,9.3,0.0,-1,6.86,2.7,21.35,5.69,0.04,0.02,DIAS,-,99.999,9.99,-
1354,FSR_1245,-,7.8325,117.4874997138977,-14.021,232.151,6.172,0.01,0.06,0.11,-2.23,-0.06,0.6,33.0,99.99,1,2,16,44,1833.0,0.26,11.4,0.125,0.083,0.0,9.17,0.067,7,0.69,0.3,8.29,3.87,2.72,1.04,FPOS,-,99.999,9.99,-
1355,Haffner_16,-,7.8392,117.58800029754639,-25.457,242.086,0.473,0.013,0.045,0.075,-3.83,4.06,0.61,48.71,3.38,3,2,14,35,2654.0,0.25,12.2,0.12,0.08,0.0,7.3,0.0,-1,0.84,0.4,4.52,1.94,3.24,1.1,COCD,-,-0.111,0.09,-
1356,Ruprecht_38,-,7.8414,117.62100219726562,-20.185,237.559,3.178,0.02,0.08,0.12,-6.41,3.96,0.35,999.99,99.99,0,5,42,64,2928.0,0.521,12.5,0.25,0.167,0.0,8.73,0.028,4,0.85,0.29,10.41,3.55,2.67,0.94,DIAS,dub,99.999,9.99,-
1357,Czernik_32,-,7.8417,117.62550115585327,-29.845,245.881,-1.732,0.022,0.075,0.16,-0.34,3.19,0.37,999.99,99.99,0,9,51,150,3858.0,0.833,13.2,0.4,0.267,0.0,9.0,0.017,25,1.73,0.35,20.31,4.57,2.92,0.49,DIAS,-,-0.4,9.99,-
1358,FSR_1361,-,7.8445,117.6675009727478,-36.39,251.552,-5.017,0.018,0.065,0.11,-1.92,6.58,0.71,999.99,99.99,0,3,43,92,2234.0,0.791,12.0,0.38,0.253,0.0,8.49,0.062,4,1.4,0.61,9.55,4.06,0.83,0.25,FPOS,-,99.999,9.99,-
1359,FSR_1294,-,7.8525,117.78749942779541,-22.11,239.298,2.334,0.015,0.05,0.085,-4.24,0.76,0.67,999.99,99.99,0,4,14,38,2121.0,0.208,11.7,0.1,0.067,0.0,9.215,0.0,-1,0.52,0.16,8.13,2.61,6.17,2.09,DIAS,irc,99.999,9.99,-
1360,Haffner_17,-,7.8603,117.90450096130371,-31.817,247.701,-2.53,0.015,0.055,0.13,3.61,-1.92,0.52,999.99,99.99,0,6,34,96,2899.0,1.208,12.7,0.58,0.387,0.0,8.17,0.061,9,0.57,0.21,11.49,4.82,7.47,3.0,DIAS,-,99.999,9.99,-
1362,SAI_81,-,7.8686,118.02899837493896,-28.117,244.575,-0.547,0.01,0.075,0.15,1.45,5.16,0.6,999.99,99.99,0,1,18,40,5165.0,0.729,13.8,0.35,0.233,0.0,8.13,0.075,3,2.68,0.85,18.75,5.87,0.56,0.13,DIAS,-,99.999,9.99,-
1363,NGC_2477,-,7.869,118.03499937057495,-38.53,253.557,-5.844,0.05,0.31,0.45,-0.5,2.0,0.22,7.32,0.13,49,36,770,1209,1450.0,0.291,10.901,0.14,0.093,-0.02,8.915,0.007,32,3.98,0.36,15.47,1.15,21.95,1.37,COCD,-,-0.192,0.074,-
1364,ESO_123-26,-,7.87,118.04999828338623,-60.34,273.089,-16.31,0.02,0.11,0.2,-1.26,8.57,0.97,999.99,99.99,0,2,32,92,816.0,0.129,9.6,0.062,0.041,-0.04,8.53,0.0,-1,0.95,0.32,5.54,1.79,9.56,1.4,COCD,-,99.999,9.99,-
1366,SAI_82,-,7.8704,118.05599927902222,-33.04,248.82,-3.043,0.02,0.06,0.11,-3.58,9.46,0.68,999.99,99.99,0,4,23,60,1436.0,0.666,11.0,0.32,0.213,0.0,8.65,0.0,-1,0.5,0.14,4.45,1.35,23.22,4.6,DIAS,-,99.999,9.99,-
1368,Ruprecht_39,-,7.872,118.08000326156616,-22.447,239.726,2.395,0.015,0.05,0.085,-1.03,1.21,0.43,999.99,99.99,0,2,13,31,2204.0,0.416,11.85,0.2,0.133,0.0,8.4,0.0,-1,0.43,0.19,4.28,1.85,6.74,3.1,DIAS,non,99.999,9.99,-
1373,ASCC_42,-,7.876,118.13999891281128,-52.995,266.373,-12.884,0.025,0.125,0.21,-3.67,8.21,0.87,999.99,99.99,0,4,39,98,792.0,0.167,9.547,0.08,0.053,0.0,8.15,0.0,-1,0.34,0.19,4.44,2.75,13.66,6.23,COCD,-,99.999,9.99,-
1374,ASCC_43,-,7.8845,118.26750040054321,-28.175,244.732,-0.396,0.02,0.11,0.21,-3.45,0.95,0.42,90.5,2.7,1,2,42,139,1005.0,0.062,10.031,0.03,0.02,-0.03,8.215,0.0,-1,0.84,0.36,6.34,2.88,4.83,1.16,COCD,-,99.999,9.99,-
1375,FSR_1133,-,7.8835,118.25250148773193,1.72,218.513,14.462,0.02,0.09,0.15,-2.07,-3.34,0.47,999.99,99.99,0,3,23,41,3112.0,1.041,12.8,0.5,0.333,0.03,8.18,0.041,8,3.6,1.51,13.51,4.69,0.41,0.14,FPOS,-,99.999,9.99,-
1376,FSR_1102,-,7.8927,118.3905029296875,5.7,214.903,16.399,0.015,0.09,0.155,-3.91,-3.65,0.4,999.99,99.99,0,3,28,47,1659.0,0.312,11.2,0.15,0.1,0.0,8.77,0.059,3,0.49,0.2,8.47,3.81,8.19,3.29,FPOS,-,99.999,9.99,-
1377,FSR_1298,-,7.8945,118.41749668121338,-22.323,239.779,2.726,0.018,0.07,0.13,-2.19,-0.12,0.56,999.99,99.99,0,2,23,74,2088.0,0.625,11.8,0.3,0.2,0.0,8.435,0.059,2,1.24,0.56,8.16,3.7,1.77,0.46,FPRO,-,99.999,9.99,-
1378,Ruprecht_41,-,7.8967,118.45049858093262,-26.965,243.778,0.366,0.01,0.06,0.1,-2.33,3.91,0.65,999.99,99.99,0,4,15,22,3246.0,0.135,12.6,0.065,0.043,0.0,8.865,0.0,-1,1.64,0.65,8.07,2.94,1.61,0.42,DIAS,-,99.999,9.99,-
1380,NGC_2479,-,7.919,118.7850022315979,-17.73,236.001,5.375,0.02,0.105,0.24,-7.14,4.72,0.36,999.99,99.99,0,5,53,167,1363.0,0.083,10.699,0.04,0.027,-0.02,9.015,0.016,7,2.38,0.44,9.77,1.54,9.45,1.13,COCD,-,99.999,9.99,-
1381,Waterloo_3,-,7.9178,118.76699924468994,-25.372,242.559,1.43,0.01,0.045,0.1,-1.18,3.41,0.64,999.99,99.99,0,3,11,58,2589.0,0.416,12.2,0.2,0.133,0.0,8.5,0.0,-1,0.37,0.23,9.7,6.5,3.85,2.99,DIAS,-,99.999,9.99,-
1382,NGC_2482,-,7.9195,118.79249811172485,-24.275,241.632,2.017,0.01,0.11,0.21,-5.1,1.8,0.39,38.17,0.3,2,2,49,145,1344.0,0.09,10.671,0.043,0.029,0.0,8.505,0.086,3,1.29,0.38,8.07,2.41,4.42,0.73,COCD,-,-0.081,0.105,-
1383,NGC_2483,-,7.928,118.91999959945679,-27.905,244.798,0.237,0.012,0.055,0.115,-1.0,2.45,0.65,999.99,99.99,0,2,12,52,1649.0,0.354,11.2,0.17,0.113,-0.02,7.6,0.0,-1,0.55,0.22,7.64,3.46,5.58,2.09,COCD,-,99.999,9.99,-
1384,Trumpler_9,-,7.928,118.91999959945679,-25.88,243.066,1.286,0.018,0.06,0.1,-2.39,1.75,0.4,-16.36,0.17,1,4,29,50,2291.0,0.187,11.86,0.09,0.06,0.0,7.8,0.0,-1,0.64,0.26,4.83,1.94,6.75,2.1,COCD,-,99.999,9.99,-
1385,Haffner_20,-,7.9375,119.0625,-30.367,246.968,-0.933,0.02,0.06,0.115,0.92,-2.38,0.59,999.99,99.99,0,7,19,49,2910.0,0.562,12.5,0.27,0.18,0.0,8.055,0.0,1,1.11,0.37,10.33,3.59,2.2,0.6,DIAS,-,99.999,9.99,-
1386,NGC_2489,-,7.9385,119.07749891281128,-30.066,246.717,-0.766,0.01,0.07,0.125,0.52,-1.84,0.45,37.87,0.17,1,2,57,153,2255.0,0.729,12.0,0.35,0.233,0.0,7.315,0.0,-1,1.79,0.39,6.61,1.18,8.73,1.53,COCD,-,0.08,0.01,-
1388,Ruprecht_42,-,7.9608,119.41200256347656,-25.935,243.343,1.635,0.01,0.07,0.115,-4.22,2.56,0.51,999.99,99.99,0,1,31,60,1964.0,0.416,11.6,0.2,0.133,0.0,8.7,0.0,-1,1.15,0.54,7.48,3.56,1.97,0.5,DIAS,-,99.999,9.99,-
1391,FSR_1342,-,7.9653,119.479501247406,-31.509,248.129,-1.222,0.015,0.065,0.12,1.5,-0.81,0.52,999.99,99.99,0,4,22,71,3628.0,0.937,13.1,0.45,0.3,0.05,8.29,0.0,-1,1.31,0.41,17.08,5.95,1.69,0.46,FPRO,-,99.999,9.99,-
1392,Turner_12,-,7.9667,119.50050115585327,-29.283,246.24,-0.045,0.015,0.06,0.125,2.47,2.2,0.67,999.99,99.99,0,1,14,40,4499.0,0.729,13.5,0.35,0.233,0.0,8.49,0.0,-1,4.4,1.41,21.84,6.47,0.24,0.05,DIAS,dub,99.999,9.99,-
1393,NGC_2516,-,7.966,119.49000120162964,-60.75,273.804,-15.866,0.095,0.405,0.71,-3.5,10.2,0.29,21.22,1.08,22,41,313,698,373.0,0.071,7.881,0.034,0.023,-0.02,8.475,0.0,-1,0.94,0.16,7.7,1.63,34.58,2.99,COCD,-,-0.373,0.098,-
1395,Kronberger_85,-,7.9724,119.58600282669067,-34.772,250.962,-2.848,0.01,0.035,0.07,-0.83,3.66,0.89,29.2,99.99,0,2,11,39,10380.0,1.457,15.55,0.7,0.467,0.0,8.5,0.0,-1,1.46,0.39,27.71,7.19,0.84,0.29,DIAS,-,99.999,9.99,-
1397,FSR_1084,-,7.9769,119.65350151062012,8.056,213.272,18.567,0.015,0.09,0.195,-0.33,2.95,0.52,999.99,99.99,0,3,15,47,2362.0,0.416,12.0,0.2,0.133,0.0,8.8,0.0,-1,1.21,0.53,26.27,16.07,1.08,0.47,FPOS,-,99.999,9.99,-
1398,Ruprecht_44,-,7.9815,119.7225022315979,-28.585,245.747,0.486,0.012,0.07,0.16,-1.58,1.02,0.42,999.99,99.99,0,4,41,179,4666.0,0.604,13.539,0.29,0.193,-0.04,6.8,0.0,-1,1.41,0.62,26.51,13.26,0.89,0.4,COCD,-,99.999,9.99,-
1399,FSR_1087,-,7.9817,119.7254991531372,7.95,213.406,18.585,0.01,0.065,0.11,-2.88,1.62,0.64,999.99,99.99,0,1,12,18,2376.0,0.375,12.0,0.18,0.12,0.0,9.0,0.0,-1,0.79,0.41,10.46,5.99,1.89,0.85,FPOS,-,99.999,9.99,-
1400,ESO_494-09,-,7.9878,119.8170018196106,-27.583,244.937,1.082,0.018,0.06,0.13,-2.62,1.0,0.53,999.99,99.99,0,3,17,80,1905.0,0.312,11.5,0.15,0.1,0.0,8.735,0.0,-1,0.95,0.21,7.36,1.63,7.0,1.21,DIAS,-,99.999,9.99,-
1401,Ruprecht_43,-,7.988,119.8199987411499,-28.87,246.034,0.409,0.012,0.08,0.155,-1.03,1.18,0.75,113.37,5.77,2,1,16,57,970.0,0.208,10.001,0.1,0.067,0.0,8.4,0.0,-1,0.51,0.22,5.45,2.57,9.33,2.9,COCD,-,99.999,9.99,-
1402,ESO_561-05,-,7.9886,119.8289966583252,-22.69,240.769,3.652,0.018,0.065,0.145,1.11,3.79,0.41,999.99,99.99,0,3,23,60,1865.0,0.146,11.4,0.07,0.047,0.0,9.0,0.0,-1,1.02,0.28,10.0,3.03,5.18,0.99,DIAS,dub,99.999,9.99,-
1403,FSR_1336,-,7.991,119.86500263214111,-30.725,247.634,-0.531,0.02,0.065,0.1,0.62,-2.59,0.48,999.99,99.99,0,5,29,49,1649.0,0.354,11.2,0.17,0.113,-0.04,8.635,0.064,2,0.88,0.17,3.51,0.55,33.06,4.77,FPRO,-,99.999,9.99,-
1404,Ruprecht_45,-,7.9917,119.87550258636475,-16.305,235.309,7.001,0.01,0.06,0.1,-4.58,0.19,0.67,999.99,99.99,0,5,13,27,1888.0,0.062,11.4,0.03,0.02,0.015,9.3,0.0,-1,1.22,1.09,6.83,5.88,0.47,0.23,DIAS,dub,99.999,9.99,-
1405,FSR_1365,-,7.9958,119.9370002746582,-36.19,252.322,-3.345,0.015,0.087,0.16,-5.21,5.49,0.66,999.99,99.99,0,3,46,96,1884.0,0.697,11.6,0.335,0.223,0.0,9.01,0.048,3,1.91,0.35,8.84,1.48,7.6,0.86,FPRO,-,99.999,9.99,-
1406,NGC_2506,-,8.0,120.0,-10.76,230.547,9.932,0.04,0.18,0.27,-1.62,2.14,0.27,87.0,2.5,5,10,99,164,3526.0,0.042,12.75,0.02,0.013,-0.04,9.21,0.017,41,3.61,0.67,25.25,4.82,1.82,0.17,COCD,-,-0.2,0.02,-
1407,FSR_1147,-,8.0055,120.08249759674072,1.26,219.817,15.867,0.015,0.1,0.21,-3.3,2.93,0.53,999.99,99.99,0,1,16,53,1508.0,0.645,11.1,0.31,0.207,0.015,8.72,0.016,5,0.78,0.46,13.16,9.12,1.59,0.87,FPOS,-,99.999,9.99,-
1409,FSR_1379,-,8.0045,120.06750583648682,-40.898,256.405,-5.713,0.015,0.07,0.13,-3.74,6.64,0.74,999.99,99.99,0,3,32,105,1951.0,1.083,11.8,0.52,0.347,0.0,7.45,0.0,-1,2.43,1.65,8.06,4.15,0.3,0.19,FPOS,-,99.999,9.99,-
1410,NGC_2509,-,8.013,120.194993019104,-19.05,237.831,5.841,0.018,0.08,0.185,-3.82,4.24,0.35,999.99,99.99,0,5,49,176,1711.0,0.104,11.2,0.05,0.033,-0.02,9.2,0.0,-1,0.7,0.14,9.86,2.25,20.88,3.75,DIAS,-,99.999,9.99,-
1411,Haffner_21,-,8.0185,120.27750492095947,-27.213,244.837,1.625,0.01,0.05,0.105,-4.69,1.62,0.79,999.99,99.99,0,4,14,51,2436.0,0.208,12.0,0.1,0.067,-0.02,8.625,0.094,4,0.62,0.23,8.59,3.6,4.76,1.75,DIAS,-,99.999,9.99,-
1412,FSR_1378,-,8.0219,120.3285026550293,-40.675,256.318,-5.428,0.01,0.08,0.19,-8.02,9.11,0.6,999.99,99.99,0,3,52,187,1562.0,0.874,11.25,0.42,0.28,0.0,8.0,0.0,-1,1.11,0.36,8.73,2.97,2.9,0.67,FPOS,-,99.999,9.99,-
1413,FSR_1360,-,8.0265,120.3974962234497,-34.46,251.046,-2.116,0.018,0.065,0.11,-4.62,0.86,0.7,999.99,99.99,0,7,29,70,1743.0,0.291,11.3,0.14,0.093,0.0,8.985,0.025,3,0.45,0.11,6.74,1.76,14.88,4.1,FPRO,-,99.999,9.99,-
1414,ASCC_44,-,8.032,120.47999382019043,-50.58,264.948,-10.439,0.015,0.157,0.24,-6.01,7.4,0.59,17.8,2.8,2,3,57,102,553.0,0.271,8.801,0.13,0.087,-0.04,7.9,0.0,1,1.49,0.54,4.44,1.19,11.22,4.32,COCD,-,99.999,9.99,-
1415,ESO_311-21,-,8.0283,120.42450428009033,-41.583,257.134,-5.841,0.01,0.06,0.125,-8.69,6.28,0.92,999.99,99.99,0,2,29,120,5118.0,0.791,13.8,0.38,0.253,0.0,9.3,0.0,-1,1.69,0.83,19.97,10.82,0.71,0.27,DIAS,-,99.999,9.99,-
1416,FSR_1339,-,8.0285,120.42749404907227,-30.71,247.876,-0.112,0.022,0.06,0.12,-0.67,-1.61,0.41,999.99,99.99,0,10,34,88,4167.0,0.625,13.3,0.3,0.2,0.0,8.99,0.021,12,2.31,0.41,19.15,3.47,1.4,0.2,FPOS,-,99.999,9.99,-
1418,Ruprecht_46,-,8.0365,120.54749965667725,-19.465,238.361,5.909,0.015,0.06,0.095,-6.78,1.83,0.65,999.99,99.99,0,2,10,14,1467.0,0.521,11.0,0.25,0.167,0.0,8.15,0.0,-1,0.52,0.24,4.39,1.98,4.95,1.95,DREM,ast,99.999,9.99,-
1419,Ruprecht_47,-,8.039,120.58499336242676,-31.07,248.253,-0.188,0.02,0.09,0.195,0.14,0.56,0.55,59.7,99.99,1,3,27,123,2892.0,0.291,12.4,0.14,0.093,0.0,8.18,0.038,3,1.47,0.46,19.98,7.08,1.84,0.49,COCD,-,99.999,9.99,-
1420,ESO_430-09,-,8.04,120.59999942779541,-29.767,247.155,0.514,0.012,0.038,0.08,-1.57,1.39,0.9,999.99,99.99,0,4,12,34,2273.0,0.208,11.85,0.1,0.067,0.0,8.5,0.0,-1,1.22,0.42,4.63,1.28,4.0,1.11,DIAS,dub,99.999,9.99,-
1423,Ruprecht_49,-,8.0537,120.8055067062378,-26.77,244.71,2.258,0.018,0.045,0.075,-4.96,0.96,0.64,999.99,99.99,0,4,12,28,1748.0,0.271,11.3,0.13,0.087,0.0,8.22,0.0,1,1.12,0.45,5.4,1.85,1.48,0.44,DIAS,-,99.999,9.99,-
1424,Ruprecht_50,-,8.0585,120.87750434875488,-30.86,248.208,0.136,0.015,0.065,0.1,0.42,-1.15,0.49,999.99,99.99,0,5,20,38,1834.0,0.104,11.35,0.05,0.033,0.0,8.775,0.028,4,0.74,0.16,6.3,1.44,15.08,2.21,DIAS,dub,99.999,9.99,-
1425,Ruprecht_51,-,8.0598,120.89700222015381,-30.66,248.048,0.257,0.018,0.055,0.095,2.22,1.95,0.55,999.99,99.99,0,7,19,44,2534.0,0.562,12.2,0.27,0.18,0.0,8.77,0.028,8,0.54,0.21,7.44,3.24,7.25,2.61,DIAS,non,99.999,9.99,-
1426,ESO_430-14,-,8.0595,120.89249610900879,-31.415,248.685,-0.149,0.018,0.07,0.13,-0.18,-0.27,0.53,999.99,99.99,0,3,25,78,2860.0,0.833,12.55,0.4,0.267,0.0,7.21,0.0,1,1.47,0.51,13.65,5.03,1.1,0.3,DIAS,dub,99.999,9.99,-
1427,FSR_1383,-,8.0693,121.03949546813965,-41.218,257.065,-5.257,0.01,0.07,0.125,-8.3,6.01,0.83,999.99,99.99,0,4,35,72,2434.0,0.833,12.2,0.4,0.267,0.0,9.12,0.0,-1,3.26,1.05,8.5,1.86,2.4,0.96,FPOS,-,99.999,9.99,-
1428,NGC_2527,-,8.085,121.27500057220459,-28.17,246.118,1.865,0.025,0.155,0.34,-5.32,5.94,0.39,39.6,0.1,11,3,37,96,642.0,0.04,9.05,0.019,0.013,0.0,8.91,0.031,11,1.0,0.28,5.12,1.38,15.79,2.37,COCD,-,0.208,0.11,-
1429,Ruprecht_155,-,8.0845,121.26750469207764,-31.817,249.195,-0.093,0.012,0.05,0.085,0.61,0.71,0.68,999.99,99.99,0,1,14,28,2311.0,0.562,12.0,0.27,0.18,0.0,8.57,0.0,1,0.7,0.36,6.46,3.03,1.3,0.69,DIAS,non,99.999,9.99,-
1430,Ruprecht_52,-,8.087,121.30499839782715,-31.97,249.342,-0.148,0.02,0.07,0.13,1.0,1.19,0.58,999.99,99.99,0,2,23,58,1609.0,0.208,11.1,0.1,0.067,-0.05,8.55,0.0,-1,0.61,0.3,8.01,4.43,3.52,1.51,DIAS,non,99.999,9.99,-
1431,ESO_430-18,-,8.1175,121.76250457763672,-30.835,248.594,0.791,0.02,0.125,0.29,-6.25,-0.54,0.63,999.99,99.99,0,2,26,91,871.0,0.0,9.7,0.0,0.0,-0.05,8.875,0.036,3,1.26,0.33,6.42,1.6,10.82,1.5,COCD,-,99.999,9.99,-
1432,NGC_2533,-,8.1185,121.77749633789062,-29.88,247.797,1.317,0.013,0.083,0.14,-0.76,2.38,0.45,35.22,0.32,3,2,31,73,2955.0,0.458,12.5,0.22,0.147,0.0,8.365,0.0,-1,1.7,0.41,12.65,3.2,2.52,0.4,DIAS,-,99.999,9.99,-
1434,Teutsch_50,-,8.1193,121.7894983291626,-36.073,253.018,-2.015,0.01,0.05,0.09,-10.48,3.21,0.49,999.99,99.99,0,3,25,70,3254.0,0.833,12.83,0.4,0.267,-0.02,9.48,0.0,-1,1.05,0.2,8.99,1.68,6.34,1.04,DIAS,-,99.999,9.99,-
1435,SAI_86,-,8.1375,122.06249713897705,-36.59,253.573,-2.109,0.015,0.045,0.075,-3.74,0.42,0.95,999.99,99.99,0,4,16,37,3022.0,0.708,12.629,0.34,0.227,0.0,8.65,0.0,-1,1.49,0.5,8.22,2.44,1.11,0.28,DIAS,-,99.999,9.99,-
1437,NGC_2547,-,8.1652,122.47800350189209,-49.205,264.432,-8.626,0.02,0.13,0.3,-8.37,4.4,0.61,14.78,1.94,9,4,38,174,361.0,0.04,7.8,0.019,0.013,0.0,7.89,0.0,1,0.89,0.21,2.84,0.51,73.57,16.57,COCD,-,-0.16,0.09,-
1438,FSR_1363,-,8.1764,122.64600276947021,-34.6,252.16,-0.629,0.017,0.065,0.11,-4.55,9.4,0.92,999.99,99.99,0,5,24,42,2391.0,0.333,12.0,0.16,0.107,0.0,8.5,0.0,-1,0.95,0.19,5.13,0.87,11.21,1.86,DIAS,irc,99.999,9.99,-
1439,NGC_2539,-,8.178,122.67000675201416,-12.84,233.727,11.109,0.02,0.205,0.44,-2.28,-1.91,0.19,26.12,1.7,10,5,151,455,1232.0,0.146,10.5,0.07,0.047,-0.03,8.735,0.022,24,1.98,0.27,15.23,2.31,11.1,0.79,COCD,-,0.13,0.03,-
1440,FSR_1312,-,8.1795,122.69249439239502,-23.305,242.697,5.559,0.012,0.065,0.13,-2.27,4.74,0.63,999.99,99.99,0,3,21,67,1941.0,0.187,11.5,0.09,0.06,0.0,8.835,0.05,2,0.32,0.19,6.53,4.35,8.1,5.6,FPOS,-,99.999,9.99,-
1441,FSR_1446,-,8.181,122.71499633789062,-50.985,266.042,-9.44,0.02,0.05,0.1,-3.64,3.43,0.97,999.99,99.99,0,7,17,49,2434.0,0.833,12.2,0.4,0.267,0.0,9.1,0.0,-1,0.66,0.25,9.83,4.1,3.15,1.21,FPOS,-,99.999,9.99,-
1442,Ruprecht_53,-,8.1787,122.6805067062378,-26.94,245.754,3.577,0.015,0.085,0.17,-0.34,5.63,0.53,999.99,99.99,0,1,26,75,1523.0,0.271,11.001,0.13,0.087,0.0,8.86,0.0,1,1.0,0.34,7.02,2.4,3.86,0.89,COCD,-,99.999,9.99,-
1443,FSR_1380,-,8.1847,122.77050018310547,-39.965,256.712,-3.475,0.015,0.06,0.11,-5.7,5.91,0.73,999.99,99.99,0,4,34,76,3112.0,1.041,12.8,0.5,0.333,0.0,8.99,0.035,13,1.94,0.48,10.38,2.45,3.33,0.45,DIAS,irc,99.999,9.99,-
1444,Ruprecht_54,-,8.1895,122.84249782562256,-31.945,250.027,0.961,0.015,0.057,0.085,-1.62,6.89,1.03,999.99,99.99,0,4,13,31,5243.0,0.416,13.732,0.2,0.133,-0.02,8.915,0.0,-1,1.36,0.18,18.98,2.1,3.47,0.56,DIAS,-,99.999,9.99,-
1445,FSR_1447,-,8.1925,122.88750171661377,-51.02,266.131,-9.366,0.01,0.06,0.09,-3.0,2.85,0.84,999.99,99.99,0,1,20,39,2549.0,0.833,12.3,0.4,0.267,0.0,9.1,0.0,-1,2.36,0.88,5.96,1.46,2.81,1.31,FPOS,-,99.999,9.99,-
1446,FSR_1357,-,8.195,122.92499542236328,-32.255,250.325,0.85,0.01,0.07,0.15,-3.03,4.61,0.5,999.99,99.99,0,2,31,109,2361.0,0.729,12.1,0.35,0.233,0.0,8.595,0.0,-1,0.75,0.19,10.05,2.76,7.57,1.9,FPRO,-,99.999,9.99,-
1447,NGC_2546,-,8.1975,122.96250343322754,-37.61,254.82,-2.062,0.04,0.275,0.565,-5.21,5.1,0.24,36.0,4.1,1,14,346,1267,935.0,0.146,9.901,0.07,0.047,-0.02,8.135,0.072,7,1.24,0.26,21.77,8.01,7.11,1.23,COCD,-,0.12,0.13,-
1448,FSR_1335,-,8.2001,123.00149917602539,-29.0,247.638,2.69,0.013,0.05,0.095,-1.29,4.74,0.85,999.99,99.99,0,1,13,33,3835.0,0.562,13.1,0.27,0.18,0.0,9.205,0.064,4,1.24,0.48,15.89,6.37,0.75,0.29,FPOS,-,99.999,9.99,-
1450,Haffner_22,-,8.2075,123.11250686645508,-27.89,246.761,3.38,0.02,0.105,0.165,-4.52,6.9,0.28,999.99,99.99,0,4,78,140,2796.0,0.208,12.3,0.1,0.067,0.0,9.19,0.021,42,2.8,0.5,14.06,2.34,4.42,0.41,DIAS,-,99.999,9.99,-
1451,Ruprecht_55,-,8.2095,123.14250469207764,-32.605,250.718,0.811,0.018,0.07,0.13,-2.43,2.52,0.44,95.33,2.57,3,4,42,112,3640.0,0.604,13.0,0.29,0.193,-0.02,6.97,0.0,-1,1.3,0.52,15.1,6.66,1.42,0.46,COCD,-,99.999,9.99,-
1452,Ruprecht_56,-,8.211,123.16500663757324,-40.485,257.313,-3.507,0.01,0.11,0.305,-9.4,4.8,0.91,999.99,99.99,0,1,21,123,429.0,0.121,8.201,0.058,0.039,-0.03,8.745,0.0,1,0.49,0.12,3.18,0.8,61.64,7.8,COCD,-,99.999,9.99,-
1453,SAI_88,-,8.2161,123.2414960861206,-41.875,258.51,-4.221,0.01,0.05,0.075,-3.95,4.95,0.95,999.99,99.99,0,4,26,51,5838.0,1.145,14.2,0.55,0.367,0.0,8.925,0.0,-1,0.87,0.29,15.64,5.77,2.66,0.97,DIAS,-,99.999,9.99,-
1454,NGC_2548,-,8.229,123.43500137329102,-5.77,227.887,15.383,0.05,0.47,0.72,-1.25,1.3,0.11,41.5,0.3,1,15,344,596,789.0,0.042,9.499,0.02,0.013,0.0,8.72,0.017,23,3.93,0.6,15.13,2.15,9.09,1.1,COCD,-,0.08,0.02,-
