col0,ID,RA,dec,Av,DM0,Fe_H,logt,CampaignLength_u,CampaignLength_g,CampaignLength_r,CampaignLength_i,CampaignLength_z,CampaignLength_y,Coaddm5_u,Coaddm5_g,Coaddm5_r,Coaddm5_i,Coaddm5_z,Coaddm5_y,CrowdingM5_u,CrowdingM5_g,CrowdingM5_r,CrowdingM5_i,CrowdingM5_z,CrowdingM5_y,InterNightGaps_u,InterNightGaps_g,InterNightGaps_r,InterNightGaps_i,InterNightGaps_z,InterNightGaps_y,IntraNightGaps_u,IntraNightGaps_g,IntraNightGaps_r,IntraNightGaps_i,IntraNightGaps_z,IntraNightGaps_y,Uniformity_u,Uniformity_g,Uniformity_r,Uniformity_i,Uniformity_z,Uniformity_y,Parallax_u,Parallax_g,Parallax_r,Parallax_i,Parallax_z,Parallax_y,ProperMotion_u,ProperMotion_g,ProperMotion_r,ProperMotion_i,ProperMotion_z,ProperMotion_y,NinGaia,Mtot,Nexpected_u,Nexpected_g,Nexpected_r,Nexpected_i,Nexpected_z,Nexpected_y
619,FSR_1031,97.575,3.39,2.2599,11.5,99.999,8.635,,10.0,10.0,10.0,10.0,,,26.514347518856614,26.282328896862765,25.677208765729947,24.784654618042463,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,25.89655099921947,17.905706496017956,24.88599625838833,30.348675914938212,,,0.021602782944682986,0.02160578523762524,0.05381345370551571,0.07532237854320556,,,0.07605150396670607,0.1317011795944429,0.1555003828675418,0.147220633997306,,,3.0554264423667985,2.479018478516071,2.6768395996234062,4.19447350514272,,,0.5328752476973374,0.4627372222515932,0.5593429573889953,0.8645049359567728,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Collinder_96,97.6275,2.845,1.7422000000000002,10.299,99.999,7.8,,10.0,10.0,10.0,10.0,3.0,,26.516349751238927,26.277957052686954,25.76247493048619,24.967560188920316,22.432438854170197,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,25.47286846580755,20.993398246846482,18.00609149572847,24.900546061748173,724.0057966968598,,0.021512290521059185,0.10035533766495064,0.021355081640649587,0.02134099480463192,,,0.15156039391688847,0.10139790137213209,0.12324950188413626,0.08835327185125542,0.4028820419757061,,3.006527545283389,2.4555942599776746,2.508372240260533,3.7451204433511207,31.018279351912593,,0.5556815547366817,0.4503059358419253,0.5042799206461303,0.7160751908833103,16.887826475750067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Alessi_14,97.608,9.741000000000001,1.9375,11.8,99.999,8.6,,10.0,10.0,10.0,10.0,,,26.453667082514066,26.252332843030292,25.704008481333762,24.780430688721076,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,17.918452011108457,17.923235495611152,17.92826651622454,27.45751246382497,,,0.0268756952136755,0.04294049832969904,0.021453022956848145,0.016106993076391518,,,0.10943193730456484,0.11106313286382656,0.12166229839839143,0.10490131225808468,,,3.5354699478418032,2.521161898210279,2.8232519865710337,4.793747089898519,,,0.5109282982738022,0.4418616955022059,0.5006667239868844,0.8096751172889147,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Czernik_26,97.75500000000001,-4.215,0.775,14.5,-0.38,9.0,9.0,10.0,10.0,10.0,10.0,10.0,25.457820026268653,26.69022809179669,26.27080855469145,25.685679695805987,24.9119061438037,23.906520318015048,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,43.380478558141476,17.992972691099567,18.084360403336177,16.970031204851693,23.414378485329507,43.92436456120049,0.07947501679882407,0.08943464857293293,0.19335469650104642,0.032296494813635945,0.36574932269286364,0.5388768088887446,0.2075669410861528,0.12332962001536261,0.16042583058083096,0.10829531491379862,0.11941996784444664,0.21667531349109964,4.1077293759312585,2.5509045633333054,2.664978805729238,2.818920335654233,3.9517782112578703,7.372574064602084,0.8007043596004327,0.4774348426190308,0.47721669502254416,0.5333959656852755,0.8545205492287383,1.4696466176285745,9,385.17807381518367,87.41809359450575,135.24923332444286,191.11958255598694,257.58151994349356,306.2748846434466,233.93954013846556
623,vdBergh_80,97.70849999999999,-9.65,2.1297,11.8,99.999,6.68,10.0,10.0,10.0,10.0,10.0,8.0,25.505833721286063,26.68242335166822,26.28713165517268,25.830824373619194,25.041878438343712,23.725860078219604,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,322.11011418465205,20.946759774753446,19.997017955291085,16.940895934716536,23.905273659875093,32.46375877364335,0.019924911379348487,0.02742387561011128,0.02338192833121866,0.010890977864619344,0.010854099673451856,0.5503872759290971,0.26960280001296716,0.13675427853032765,0.13833743679060453,0.1112234374222553,0.10048552269233824,0.36133483077021855,3.675869898421159,2.375563635426531,2.3791927637898596,2.24451080635217,3.2225417187727743,7.357859481378019,0.7550146462640736,0.5260525517484301,0.49765527533911486,0.5117013289968698,0.7649567016490062,1.851718687356054,43,579.5184721715161,121.55863568575288,260.40662547027074,397.62211171868154,713.9151805712846,843.7574532982572,842.3880511485158
624,Collinder_95,97.77,9.91,1.8073,9.201,99.999,7.3,,10.0,10.0,10.0,10.0,,,26.37369984197024,26.23201103631598,25.71779267126329,24.806816702537628,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,17.400506994476018,17.923235495611152,15.913453984023363,28.934787991587655,,,0.032365256804041564,0.04848355977446772,0.03222951415227726,0.021496607892913744,,,0.1558203063514734,0.14966342146411515,0.144515467769975,0.12893604927446528,,,3.7112228445918922,2.6217069287826362,2.7866952209460982,4.500493064605082,,,0.5983860396932454,0.47546568816386026,0.4874228276342025,0.7609689190899553,,84,477.4039970967926,0.0,96.85572293099727,197.91260103644632,382.0473227166792,542.6508013800111,0.0
625,IC_446,97.75949999999999,10.435,5.679200000000001,11.95,99.999,7.3,,10.0,10.0,10.0,10.0,,,26.34596441857816,26.185978932698504,25.699675005284654,24.835522754658808,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,23.420260814888024,19.942500149936677,13.99558422537666,23.83940881025046,,,0.016126025846460834,0.021777109592221677,0.021467504440806806,0.016089721117168665,,,0.09518182512310465,0.12678882315043172,0.11741939168691505,0.08780866906563171,,,3.5903929419312703,2.6441463059771575,2.808303014316999,4.516209342505881,,,0.5278190818212519,0.4378720545146244,0.4803845253462976,0.7588146008866336,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,FSR_0979,97.815,11.083000000000002,3.5495,11.8,99.999,8.7,,10.0,10.0,10.0,10.0,,,26.385219325436232,26.185967222880862,25.68877322401719,24.860232708368322,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,18.918337863491615,17.399554015933973,16.424587677985983,26.433841957972618,,,0.0214873508666642,0.03226491826353595,0.02145196945639327,0.02146410060231574,,,0.1225177335485285,0.13145593728723018,0.10576168717629925,0.1295381582651384,,,3.5125552958627075,2.624320612682083,2.770778894236864,4.605004652637215,,,0.5268356344464284,0.4379369275302452,0.48299610943701987,0.7709556100943006,,40,1074.6048087824254,0.0,304.82025084960526,400.4622280408586,575.5153513915157,732.8052572529994,0.0
627,Collinder_97,97.91999999999999,5.975,0.9672000000000001,10.601,99.999,8.4,,10.0,10.0,10.0,10.0,,,26.532533800287624,26.298718748315547,25.731573706210362,24.800791126417664,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,21.854022212653945,19.943679971409438,18.414565894549014,28.40066303298954,,,0.010747503954917192,0.021444436570163816,0.026821035600733012,0.03231572394724935,,,0.09285783453849518,0.11207640842759985,0.1007495210176723,0.10251742193589071,,,3.0361453001815644,2.495187798167418,2.938842428695369,4.775014177783319,,,0.523875472919069,0.44528062466712476,0.5169648583047461,0.8631637694711642,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Juchert_18,97.863,6.804000000000001,1.9375,12.0,99.999,9.02,,10.0,10.0,10.0,10.0,,,26.456214785952767,26.15710921898025,25.727478222829735,24.815436254943656,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,27.42154444359403,21.00930728478852,16.952995952102356,25.908100418884715,,,0.02206048008520156,0.10260668481350876,0.026876444171648473,0.010788873711135238,,,0.11872742259502982,0.08290311192902142,0.08380697338483353,0.08294873189619438,,,3.276496469935939,2.6605627402658243,2.8138271640039254,4.7787826068304495,,,0.541252070070726,0.5010986215863502,0.5019474237279692,0.7868808486666989,,16,293.2066582833996,0.0,76.57971501045829,102.19718074467892,151.12457581242984,194.23181871325522,0.0
629,FSR_0977,97.96499999999999,11.845,1.8073,11.6,99.999,8.68,,10.0,10.0,10.0,10.0,,,26.442369880518818,26.099172473181053,25.516585566164277,24.67325821340154,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,17.920729520854366,16.85124753677519,16.947232647165947,25.424855067125463,,,0.021570228156633675,0.03226491826353595,0.010870225145481527,0.021316712605766952,,,0.13537533443523256,0.16608661084449675,0.14237203547877283,0.11703508986898303,,,3.669799225164053,2.9698908239999273,3.2770791707296745,6.046392569857263,,,0.493537243051232,0.4677040153693735,0.5545577031065798,0.9109538339609925,,16,201.2249917732715,0.0,50.8857759196249,69.09864992502371,101.50794710002683,131.27113563321137,0.0
630,NGC_2244,97.98,4.94,1.6771000000000003,11.1,99.999,6.7,,10.0,10.0,10.0,10.0,,,26.57946139799137,26.324694357012127,25.74230606464226,24.887915606826088,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,25.052318343012303,17.873190724705637,17.45748975395327,19.981412583241763,,,0.02691925028921105,0.026934097957564518,0.02143111903569661,0.02215932944091037,,,0.06508687467322549,0.0862943374342657,0.09559518089648196,0.10882380727159283,,,2.881400831184412,2.549475039602428,2.855759082704901,4.173024660398421,,,0.514334155952298,0.4478535561067574,0.4989221201657089,0.7693988953744394,,307,2938.6558088663037,0.0,1303.5818395014746,1994.3187646871172,3585.2188599330675,4233.750810391773,0.0
631,FSR_0974,98.145,12.543,1.7763,12.0,99.999,8.91,,10.0,10.0,10.0,10.0,,,26.40216412176958,26.084752059647723,25.527614206047478,24.78399803969017,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,18.891922063892707,19.43085903442625,17.419075713343773,24.843638306541834,,,0.026831317489268258,0.021474402397871017,0.09698943523108028,1.0533648253767751,,,0.092864116109496,0.12379805363056641,0.09259124367239138,0.08176191199544121,,,3.659117336531317,3.0250414298360013,3.0926786218410003,5.444859996441446,,,0.5451443265594255,0.4941021666579683,0.5674179328442363,0.8792465181131586,,41,640.6434184982818,0.0,164.2353467662195,222.12388606172425,329.0280533065325,423.606241179434,0.0
632,NGC_2240,98.33250000000001,35.265,0.4526,11.0,99.999,9.2,,7.0,9.0,7.0,2.0,,,24.93733777741998,24.811690285936553,23.60908375426332,22.382691684126733,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,319.6452174582264,299.1988807610833,363.0328530015031,391.94807060359017,,,,0.3670420012786053,,,,,0.10796827416615458,0.14772244994982509,0.20353437967342736,0.7853809332766104,,,9.481446729690552,9.079715514990804,26.229218094574236,88.00447284867386,,,1.6764729317934923,1.4481421097304796,3.098294967632574,52.557381218977056,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Berkeley_23,98.32499999999999,20.525,1.2400000000000002,13.5,0.07,8.97,,10.0,10.0,10.0,10.0,,,26.144101704571447,25.91746908739659,25.38950064433051,24.60400495933811,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,19.911695395305287,16.419474626924057,12.9299288983093,17.346037470288138,,,0.021467613929416984,0.021470282692462206,0.01074317513848655,0.010721902828663588,,,0.11039850021581842,0.16122205455417665,0.1263770643509024,0.07563821189746922,,,4.030476808626269,3.305391054701262,3.9817569753126243,7.343571991929643,,,0.5579796300850909,0.5078546663244795,0.595162986029982,0.9812039975269106,,65,1908.6205342316962,0.0,535.4621548443286,715.5227520781206,1047.6608974451203,1337.8666496750495,0.0
634,FSR_0905,98.42699999999999,22.288,1.1625,11.38,99.999,8.3,,10.0,10.0,10.0,10.0,,,26.08700789446063,25.88000973105777,25.230525202332615,24.388243127156986,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,21.381960434508073,19.03334138725768,18.019411766981648,27.820555636248173,,,0.06441195972729474,0.06476107332855463,0.026782723754877225,0.02136646697181277,,,0.09945603531035738,0.1244240482263485,0.09278765959325039,0.09988330630187742,,,3.867319569748315,3.3153435580197606,4.58429599794383,9.1959622866164,,,0.5792415880378294,0.5412434166571675,0.6817507664158865,1.1648926065523248,,30,258.4779697072435,0.0,63.32193301888051,86.9442346704255,132.91712636255582,176.50943595368247,0.0
635,NGC_2250,98.4225,-5.08,1.6151000000000002,10.8,99.999,8.495,9.0,10.0,10.0,10.0,10.0,9.0,25.416420334844,26.691101992824496,26.301102488888564,25.73275671648091,24.919140408776627,23.860451612491648,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,191.47383829757746,18.495783414946345,18.039647817706282,16.964379966870183,22.40646563917835,26.473456339390395,0.020051757339388132,0.08844072101055644,0.08320676581934094,0.010795368638355285,0.08635435748146847,0.5382149582728744,0.22325514285660408,0.10318956962094421,0.15062508716248285,0.13411850918658055,0.10118927775243197,0.27151753057528855,4.659790353743522,2.5481012398459733,2.423250971660644,2.5798624243420205,4.131746201111839,7.989694262025596,0.9271991683629703,0.4799938168289101,0.46444382234239445,0.5074510429366287,0.7784551016713587,1.6272878570244644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Basel_8,98.55000000000001,8.01,1.1625,10.9,99.999,7.925,,10.0,10.0,10.0,10.0,,,26.468636360217353,26.272443897950133,25.7139823837921,24.699134291974225,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,21.852679679941502,24.8797926737534,15.02348663337034,27.453801933508657,,,0.010752018220955506,0.02146858029300347,0.01613288067164831,0.010784027574118227,,,0.08621738273215651,0.08321362958536019,0.08635441238039775,0.0821510272158414,,,3.4021043472135863,2.599410459622474,3.0151090366435596,5.339780196417986,,,0.5211642871600621,0.4408816470614302,0.5012611639714344,0.8492721580052496,,14,98.36481424268551,0.0,22.30717257395622,31.993155832433466,58.89593252780795,83.58353360643717,0.0
637,RMC-4b,98.559,4.46,1.9375,10.549,99.999,8.29,,10.0,10.0,10.0,10.0,,,26.47016733252196,26.177817380715766,25.621562012668516,24.833031502022443,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,26.883338951294718,22.952442370944482,16.970422799116932,24.966885417568847,,,0.010794707603054121,0.06089563173009083,0.059767512866528705,0.05976097463280894,,,0.09353901067057195,0.06998103944214493,0.12479468127300791,0.10014250561366314,,,3.120596647804259,2.893513429481967,3.1374777881987863,4.501165680835491,,,0.5569236360419112,0.5348506213844162,0.6079552285087492,0.8988168025734401,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,FSR_1317,98.535,-34.944,1.9995,11.9,99.999,8.6,10.0,10.0,10.0,10.0,10.0,10.0,26.012494379205226,26.978051211377778,27.00220452376097,26.472820219497102,25.66752597260601,24.937725511360306,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,23.90435883448299,19.949479190323473,5.002292200741067,5.9994240885425825,5.003228021429095,6.0466759812698,0.019688311032950878,0.045948663842864335,0.032439296250231564,0.03415550192585215,0.1451564251910895,0.2597656257566996,0.18120031052583663,0.13733237103677506,0.14090968504828205,0.16342538002899878,0.16125201536653905,0.18182846515386014,1.7153766675596491,1.4487567879153371,0.858623556866184,0.9380213318444031,1.3276789022828712,1.9853773893901139,0.5192972004631615,0.439556739097449,0.26258897112771445,0.2834784643987344,0.4011835207776569,0.6166543218780419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,FSR_1099,98.625,-3.84,1.4198000000000002,11.6,99.999,8.635,10.0,10.0,10.0,10.0,10.0,10.0,25.45029679361296,26.73816770519519,26.252969133074032,25.638394838529063,24.963108241473023,23.89069427992382,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,184.96255607334024,16.930609190447285,18.958235263409733,19.016652285929013,19.855876428882766,26.872769918212725,0.07947501679882407,0.07705220594652928,0.04387778622913174,0.021513424697332084,0.03223955846624449,0.5400138248805888,0.20211015171859523,0.11722130931819295,0.1579450413443547,0.10999268102620331,0.12806579143640776,0.24373975279751087,4.297174207425642,2.47409021077785,2.706131077796668,2.8563653468751937,3.7517050804310337,7.841618516436838,0.887795180549422,0.47027073756219157,0.5109577531068775,0.5750405016214932,0.7662066366771222,1.6040786683078732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,NGC_2252,98.625,5.37,0.31000000000000005,9.803,99.999,8.86,,10.0,10.0,10.0,10.0,,,26.490642589873193,26.323273080199094,25.761035151202133,24.83364349167976,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,22.403431952228857,19.943234681944887,15.02303798901994,18.937144219467882,,,0.01612458171439357,0.042902645480353385,0.021616559999529272,0.021541122172493488,,,0.10575210905481357,0.08545026177713008,0.07718228032035353,0.09160186069398428,,,2.9526172361563994,2.3837059526217392,2.879485370088479,5.289722013974827,,,0.5490238218412228,0.46187435524110987,0.48792478681904855,0.7863194049007843,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,FSR_0848,98.61149999999999,31.4,1.0323,12.7,99.999,9.195,,10.0,10.0,10.0,10.0,,,25.88230341849005,25.67727321313376,25.086297813418668,24.159080546259677,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,23.922804620931856,17.99462069598667,16.974905303803098,27.843481420437456,,,0.010799110983498394,0.0321581776952371,0.021428915206342936,0.02141799550736323,,,0.1273990836062004,0.11601176375667352,0.09794514262733045,0.09624186862995993,,,4.061875728138253,3.9085282614628336,5.339899590828859,11.089404595858765,,,0.6073791574809865,0.5697356877122717,0.7608851176323845,1.508430975748838,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,FSR_1106,98.6325,-5.245000000000001,1.4848999999999999,11.7,99.999,8.9,10.0,10.0,10.0,10.0,10.0,9.0,25.433426785851935,26.704850024346257,26.260912821171974,25.703452334689164,24.94642679550571,23.876928311284185,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,319.10665673667245,20.458372299919574,18.039647817706282,19.902932370219787,24.39458201126763,26.920401535884594,0.08591957148746587,0.03354314994066954,0.033004477503709495,0.016145455272635445,0.05394235541461967,0.5293103308067657,0.23992180952327075,0.10750329511114028,0.13805894959634527,0.09704092713989522,0.10747408925522287,0.24749350655126462,4.475248810107444,2.512021641676399,2.4567708047779155,2.6692933952341384,4.029073755284071,7.789377771393148,0.899846467777018,0.4918125537840078,0.48078141483259806,0.5240337681979523,0.8016370998076235,1.5641327738675281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,NGC_2248,98.65500000000002,26.305000000000003,1.0974,12.5,99.999,9.16,,10.0,10.0,10.0,10.0,,,26.025429342356805,25.800173408468858,25.206753739665174,24.429544546575002,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,21.958500323089538,18.924501173751196,15.850183707647375,22.476839372859104,,,0.02145190571900457,0.026720784459030256,0.010775862203445286,0.016104698181152344,,,0.09851716464361952,0.13803417204940088,0.14491070015217297,0.11277401798705965,,,4.490686942390539,4.384087214862245,5.67729366600981,9.292098770666911,,,0.5785557786709254,0.5434621121406886,0.715464573492037,1.2542348598981765,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,NGC_2251,98.65500000000002,8.37,0.5859,10.679,0.25,8.455,,10.0,10.0,10.0,10.0,,,26.514042230786465,26.23704475696355,25.685551391875187,24.726271591957566,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,19.398356091453024,24.009832748906774,14.004465754231205,25.904966891845106,,,0.05370069615310058,0.10212046379456297,0.01613288067164831,0.010784027574118227,,,0.11898541147558298,0.1333001901588447,0.11480391451411041,0.14598955578804074,,,3.3047967293786784,2.572583952149159,2.9420012306324623,5.632145678601641,,,0.5169732458715525,0.43418351918494946,0.5060403619595242,0.8726796326767737,,97,623.0529995216622,0.0,127.72586490194074,183.88786227882338,286.56699659999333,385.0467537043873,0.0
645,FSR_1063,98.658,-0.267,1.55,11.7,99.999,8.86,7.0,10.0,10.0,10.0,10.0,10.0,25.133957355725066,26.57265437395736,26.13619092038451,25.674777608212107,24.863295857829584,23.81256789087856,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,35.959885947384464,23.88639895420056,23.93088516077114,22.977867346868152,22.923557075257122,163.99969605850856,0.009907839121297002,0.04351927782408893,0.2718077695753891,0.021458769449964166,0.02144849515752867,0.22893639811081812,0.2833963686230464,0.13436728970647616,0.14096788272010122,0.13397989494969698,0.11415406730527558,0.18213764005473773,5.757897527272776,2.8990867041501276,2.6661589760843567,2.707171877763417,4.224591742468807,8.364183300308348,1.128150395415392,0.5684298330965403,0.5108257603384428,0.5318565079114012,0.7742326710448684,1.6320661519628716,31,397.2924646691656,75.94920859341039,98.07164490358353,133.49424105348632,199.04352479925197,258.2798312814246,296.65033751917264
646,FSR_0935,98.79,17.742,1.4198000000000002,12.5,99.999,8.8,,10.0,10.0,10.0,10.0,,,26.24657715913385,25.996954536651614,25.409382180422504,24.577460136080983,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,16.91621530448174,16.93507353772293,14.915337861741136,27.926917925226007,,,0.03757625387515873,0.03759908443316817,0.3373877168633044,0.28893605433404446,,,0.12226717940287922,0.10729881675164274,0.09901968856164346,0.09454981865968592,,,4.1234862900509865,2.951204455661121,3.7135322977634746,6.38464965698072,,,0.5554287970067099,0.49890375597383896,0.6468934137395562,1.114003398793369,,39,624.6432517239931,0.0,162.01372019965208,220.4116178033282,326.0075595072692,418.9544753637995,0.0
647,FSR_1187,98.8725,-14.99,1.9375,12.45,99.999,8.45,9.0,10.0,10.0,10.0,10.0,9.0,25.490800045337004,26.796573561197473,26.317837810441297,25.821654628388448,25.088571652835356,23.903357939469515,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,56.838483157574956,23.408807893774792,26.903037978190696,26.887416014164046,13.997053625535045,42.82179110321522,0.009999697096645832,0.022582915291422978,0.021996250259689987,0.011016963282600045,0.011005145584931597,0.5439136141212657,0.23912962635043072,0.10041135419759618,0.16202138219417125,0.12778349406470746,0.13043927793787521,0.13712462184873697,3.769108776451611,2.127116802939137,2.2425752306973656,2.041946265214549,2.783151708212083,6.292386381934731,0.7788689912840272,0.4651639822431767,0.514786916464202,0.5014986941462496,0.6961233535089955,1.4355345269749928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,NGC_2254,98.94149999999999,7.67,1.6151000000000002,12.5,99.999,8.675,,10.0,10.0,10.0,10.0,,,26.447922256988164,26.233063749209606,25.730459667273053,24.82793561215887,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,19.398805021515727,17.970539064896002,17.950607177561324,21.426591229756013,,,0.03779010765720159,0.13037998441723175,0.02684967071400024,0.021474555891472846,,,0.08923269889996978,0.09716210168440367,0.074842778111521,0.12553136427157469,,,3.3328290604721937,2.5237284167747913,2.8362579957872525,4.673363187097338,,,0.5420536085354979,0.4509334910879351,0.4990047228605241,0.8039528586840878,,101,1664.9361707494036,0.0,439.79288950345494,596.3634870007289,873.6419568773346,1124.2481492985346,0.0
649,FSR_1065,99.01950000000001,-0.667,1.4198000000000002,11.1,99.999,8.79,8.0,10.0,10.0,10.0,10.0,10.0,25.238673116063268,26.65911284998842,26.1630104568726,25.60252867211734,24.8618404773304,23.799195607011736,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,31.485452031953173,24.02144554681945,27.857225755138643,21.928146691152506,21.990093764019548,44.36906017801448,0.009917147050146013,0.03225313007715158,0.08744815026875585,0.010759139782749116,0.010778385505545884,0.531207556166919,0.25181742125462536,0.0820503557984525,0.08631634931602239,0.07536068839241648,0.10098306504539085,0.1796123875294852,5.0340561577113,2.5405417603458225,2.844162104970023,2.7962362931960136,3.9546147624000123,8.059632637838234,0.8860162091852264,0.5042063033114297,0.5791499009178881,0.6304258879816866,0.8519642329564248,1.6309009058850112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,FSR_1032,99.0675,4.0,5.3568,12.0,99.999,8.72,,10.0,10.0,10.0,10.0,,,26.492960821431378,26.20763748319145,25.610832507334756,24.775511828042855,,,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,,,23.00713632287807,22.439062353932968,16.06252308819967,26.979222912450496,,,0.010731270303949714,0.010746172803919762,0.0756267340912018,0.09715909184888005,,,0.16908347734486745,0.06647188667065762,0.10019784018162231,0.09103889916722477,,,3.0985861151217775,2.7057596690305186,3.031199584600133,4.637467930940152,,,0.5814795447313885,0.4940897362046727,0.5575631833347741,0.8748175685084555,,12,1171.5333527300857,0.0,248.53470880825347,404.1950566988119,642.3786825690187,818.3148753486121,0.0
651,ESO_426-26,99.075,-30.865000000000002,0.5487,10.899,99.999,9.215,10.0,10.0,10.0,10.0,10.0,10.0,25.872064624907036,26.96366416416644,26.95973533379899,26.45515096481537,25.67545410611947,24.852038466423963,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,24.9432293029422,17.88470400751976,5.93731944879255,6.925639028730075,5.011777773223002,10.486058271897491,0.03495259062037803,0.053935197880491614,0.06591197394300252,0.022343764663673937,0.42468290840042755,0.4207769257191103,0.13341816595289815,0.12021744670806288,0.08008163466738838,0.11499146865743638,0.09906947762416343,0.11463236322333391,2.0388698306457527,1.5192990037372358,0.930724554118762,0.976233081568999,1.3195464101175367,2.2180712359608585,0.6055725175675886,0.4152275915245041,0.2857203625061032,0.29087434475664886,0.40120881933435504,0.6449294888168723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,FSR_1126,99.1125,-7.320000000000001,0.8401000000000001,11.8,99.999,9.125,10.0,10.0,10.0,10.0,10.0,10.0,25.611515022198965,26.72588090715935,26.308625444565507,25.72000649048281,25.00863538149352,23.919032973651603,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,33.918812476767926,22.405870640013745,18.06042534518201,21.005076896031824,21.914623682721867,28.827512685551483,0.02032231233897619,0.0650130455614999,0.06035610381513834,0.04324460792122409,0.021564541035331786,0.1963285174279008,0.19681951508117482,0.11185747040402125,0.14588884030151,0.1536462792184375,0.11862032601514784,0.152987863157724,3.704971845292428,2.357511083291322,2.296286660785614,2.5223864879336735,3.465008942107755,6.857659257574536,0.7263768924171906,0.4864706865262496,0.4871493558777627,0.5360720111591333,0.6903108903068014,1.3246501499106715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
